"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0023686,movie,What Price Hollywood?,What Price Hollywood?,0,1932,,88
tt0023694,movie,White Zombie,White Zombie,0,1932,,69
tt0023731,movie,"20, 000 Years in Sing Sing","20,000 Years in Sing Sing",0,1932,,78
tt0023753,movie,Alice in Wonderland,Alice in Wonderland,0,1933,,76
tt0023775,movie,Baby Face,Baby Face,0,1933,,71
tt0023814,movie,The Bitter Tea of General Yen,The Bitter Tea of General Yen,0,1932,,88
tt0023825,movie,Bombshell,Bombshell,0,1933,,96
tt0023856,movie,Bureau of Missing Persons,Bureau of Missing Persons,0,1933,,73
tt0023871,movie,A Song of Lisbon,A Canção de Lisboa,0,1933,,85
tt0023876,movie,Cavalcade,Cavalcade,0,1933,,112
tt0023891,movie,Christopher Strong,Christopher Strong,0,1933,,78
tt0023911,movie,Counsellor at Law,Counsellor at Law,0,1933,,82
tt0023926,movie,Dancing Lady,Dancing Lady,0,1933,,92
tt0023935,movie,The Death Kiss,The Death Kiss,0,1932,,75
tt0023937,movie,Passing Fancy,Dekigokoro,0,1933,,100
tt0023940,movie,Design for Living,Design for Living,0,1933,,91
tt0023943,movie,Bogus Bandits,The Devil's Brother,0,1933,,90
tt0023948,movie,Dinner at Eight,Dinner at Eight,0,1933,,111
tt0023960,movie,Double Harness,Double Harness,0,1933,,69
tt0023969,movie,Duck Soup,Duck Soup,0,1933,,69
tt0023973,movie,The Eagle and the Hawk,The Eagle and the Hawk,0,1933,,73
tt0023985,movie,The Emperor Jones,The Emperor Jones,0,1933,,72
tt0023986,movie,Employees' Entrance,Employees' Entrance,0,1933,,75
tt0023993,movie,Ex-Lady,Ex-Lady,0,1933,,67
tt0024008,movie,Female,Female,0,1933,,60
tt0024025,movie,Flying Down to Rio,Flying Down to Rio,0,1933,,89
tt0024028,movie,Footlight Parade,Footlight Parade,0,1933,,104
tt0024034,movie,42nd Street,42nd Street,0,1933,,89
tt0024044,movie,Gabriel Over the White House,Gabriel Over the White House,0,1933,,86
tt0024055,movie,The Ghoul,The Ghoul,0,1933,,77
tt0024067,movie,Going Hollywood,Going Hollywood,0,1933,,78
tt0024069,movie,Gold Diggers of 1933,Gold Diggers of 1933,0,1933,,97
tt0024087,movie,Hans Westmar,Hans Westmar,0,1933,,95
tt0024115,movie,Heroes for Sale,Heroes for Sale,0,1933,,76
tt0024127,movie,Our Flags Lead Us Forward,Hitlerjunge Quex,0,1933,,95
tt0024130,movie,Hold Your Man,Hold Your Man,0,1933,,87
tt0024166,movie,I'm No Angel,I'm No Angel,0,1933,,87
tt0024183,movie,International House,International House,0,1933,,68
tt0024184,movie,The Invisible Man,The Invisible Man,0,1933,,71
tt0024188,movie,Island of Lost Souls,Island of Lost Souls,0,1932,,70
tt0024210,movie,The Kennel Murder Case,The Kennel Murder Case,0,1933,,73
tt0024216,movie,King Kong,King Kong,0,1933,,100
tt0024238,movie,Ladies They Talk About,Ladies They Talk About,0,1933,,69
tt0024239,movie,Lady Killer,Lady Killer,0,1933,,76
tt0024240,movie,Lady for a Day,Lady for a Day,0,1933,,96
tt0024252,movie,Playing at Love,Liebelei,0,1933,,88
tt0024262,movie,The Little Giant,The Little Giant,0,1933,,76
tt0024264,movie,Little Women,Little Women,0,1933,,115
tt0024302,movie,Man's Castle,Man's Castle,0,1933,,75
tt0024314,movie,The Mayor of Hell,The Mayor of Hell,0,1933,,90
tt0024334,movie,Midnight Mary,Midnight Mary,0,1933,,74
tt0024353,movie,Morning Glory,Morning Glory,0,1933,,74
tt0024360,movie,Murders in the Zoo,Murders in the Zoo,0,1933,,62
tt0024368,movie,Mystery of the Wax Museum,Mystery of the Wax Museum,0,1933,,77
tt0024402,movie,Outskirts,Okraina,0,1933,,98
tt0024426,movie,Parachute Jumper,Parachute Jumper,0,1933,,72
tt0024433,movie,Peg o' My Heart,Peg o' My Heart,0,1933,,87
tt0024435,movie,Penthouse,Penthouse,0,1933,,90
tt0024450,movie,Picture Snatcher,Picture Snatcher,0,1933,,77
tt0024473,movie,The Private Life of Henry VIII,The Private Life of Henry VIII,0,1933,,97
tt0024481,movie,Queen Christina,Queen Christina,0,1933,,99
tt0024500,movie,Riders of Destiny,Riders of Destiny,0,1933,,53
tt0024516,movie,Sagebrush Trail,Sagebrush Trail,0,1933,,54
tt0024548,movie,She Done Him Wrong,She Done Him Wrong,0,1933,,66
tt0024593,movie,Son of Kong,The Son of Kong,0,1933,,70
tt0024601,movie,Sons of the Desert,Sons of the Desert,0,1933,,68
tt0024617,movie,The Story of Temple Drake,The Story of Temple Drake,0,1933,,70
tt0024675,movie,Today We Live,Today We Live,0,1933,,113
tt0024727,movie,The Vampire Bat,The Vampire Bat,0,1933,,65
tt0024747,movie,Strauss' Great Waltz,Waltzes from Vienna,0,1934,,81
tt0024772,movie,Wild Boys of the Road,Wild Boys of the Road,0,1933,,68
tt0024785,movie,The Working Man,The Working Man,0,1933,,78
tt0024831,movie,Anne of Green Gables,Anne of Green Gables,0,1934,,78
tt0024844,movie,L'Atalante,L'Atalante,0,1934,,89
tt0024852,movie,March of the Wooden Soldiers,Babes in Toyland,0,1934,,77
tt0024865,movie,The Barretts of Wimpole Street,The Barretts of Wimpole Street,0,1934,,109
tt0024894,movie,The Black Cat,The Black Cat,0,1934,,65
tt0024902,movie,Blue Steel,Blue Steel,0,1934,,54
tt0024906,movie,Born to Be Bad,Born to Be Bad,0,1934,,62
tt0024914,movie,Bright Eyes,Bright Eyes,0,1934,,85
tt0024916,movie,Broadway Bill,Broadway Bill,0,1934,,104
tt0024961,movie,The Cat's-Paw,The Cat's-Paw,0,1934,,102
tt0024966,movie,Chapayev,Chapaev,0,1934,,93
tt0024968,movie,Charlie Chan in London,Charlie Chan in London,0,1934,,79
tt0024989,movie,The Clairvoyant,The Clairvoyant,0,1935,,81
tt0024991,movie,Cleopatra,Cleopatra,0,1934,,100
tt0025004,movie,The Count of Monte Cristo,The Count of Monte Cristo,0,1934,,113
tt0025028,movie,Dames,Dames,0,1934,,91
tt0025037,movie,Death Takes a Holiday,Death Takes a Holiday,0,1934,,79
tt0025091,movie,Evelyn Prentice,Evelyn Prentice,0,1934,,79
tt0025101,movie,Fashions of 1934,Fashions of 1934,0,1934,,78
tt0025129,movie,Fog Over Frisco,Fog Over Frisco,0,1934,,68
tt0025132,movie,Forsaking All Others,Forsaking All Others,0,1934,,83
tt0025161,movie,Gambling Lady,Gambling Lady,0,1934,,66
tt0025164,movie,The Gay Divorcee,The Gay Divorcee,0,1934,,107
tt0025173,movie,The Girl from Missouri,The Girl from Missouri,0,1934,,75
tt0025272,movie,The House of Rothschild,The House of Rothschild,0,1934,,88
tt0025273,movie,Housewife,Housewife,0,1934,,69
tt0025301,movie,Imitation of Life,Imitation of Life,0,1934,,111
tt0025316,movie,It Happened One Night,It Happened One Night,0,1934,,105
tt0025318,movie,It's a Gift,It's a Gift,0,1934,,68
tt0025330,movie,Jimmy the Gent,Jimmy the Gent,0,1934,,67
tt0025335,movie,Judge Priest,Judge Priest,0,1934,,80
tt0025397,movie,Liliom,Liliom,0,1934,,118
tt0025410,movie,Little Miss Marker,Little Miss Marker,0,1934,,80
tt0025423,movie,The Lost Patrol,The Lost Patrol,0,1934,,73
tt0025440,movie,The Lucky Texan,The Lucky Texan,0,1934,,55
tt0025452,movie,The Man Who Knew Too Much,The Man Who Knew Too Much,0,1934,,75
tt0025455,movie,The Man from Utah,The Man from Utah,0,1934,,55
tt0025456,movie,Man of Aran,Man of Aran,0,1934,,76
tt0025464,movie,Manhattan Melodrama,Manhattan Melodrama,0,1934,,93
tt0025465,movie,Maniac,Maniac,0,1934,,51
tt0025493,movie,The Merry Widow,The Merry Widow,0,1934,,99
tt0025536,movie,Music in the Air,Music in the Air,0,1934,,85
tt0025586,movie,Of Human Bondage,Of Human Bondage,0,1934,,83
tt0025607,movie,Operator 13,Operator 13,0,1934,,85
tt0025610,movie,Our Daily Bread,Our Daily Bread,0,1934,,80
tt0025617,movie,The Painted Veil,The Painted Veil,0,1934,,85
tt0025699,movie,Randy Rides Alone,Randy Rides Alone,0,1934,,52
tt0025740,movie,Sadie McKee,Sadie McKee,0,1934,,93
tt0025746,movie,The Scarlet Empress,The Scarlet Empress,0,1934,,104
tt0025748,movie,The Scarlet Pimpernel,The Scarlet Pimpernel,0,1934,,97
tt0025830,movie,The Star Packer,The Star Packer,0,1934,,53
tt0025862,movie,Tarzan and His Mate,Tarzan and His Mate,0,1934,,104
tt0025878,movie,The Thin Man,The Thin Man,0,1934,,91
tt0025898,movie,Toni,Toni,0,1935,,84
tt0025907,movie,Treasure Island,Treasure Island,0,1934,,110
tt0025913,movie,The Triumph of the Will,Triumph des Willens,0,1935,,114
tt0025919,movie,Twentieth Century,Twentieth Century,0,1934,,91
tt0025929,movie,A Story of Floating Weeds,Ukikusa monogatari,0,1934,,86
tt0025948,movie,Viva Villa!,Viva Villa!,0,1934,,115
tt0026017,movie,You're Telling Me!,You're Telling Me!,0,1934,,66
tt0026029,movie,The 39 Steps,The 39 Steps,0,1935,,86
tt0026056,movie,Alice Adams,Alice Adams,0,1935,,99
tt0026071,movie,Anna Karenina,Anna Karenina,0,1935,,95
tt0026073,movie,Annie Oakley,Annie Oakley,0,1935,,90
tt0026097,movie,Barbary Coast,Barbary Coast,0,1935,,91
tt0026104,movie,Becky Sharp,Becky Sharp,0,1935,,84
tt0026123,movie,The Black Room,The Black Room,0,1935,,68
tt0026126,movie,Bonnie Scotland,Bonnie Scotland,0,1935,,80
tt0026129,movie,Bordertown,Bordertown,0,1935,,90
tt0026138,movie,The Bride of Frankenstein,Bride of Frankenstein,0,1935,,75
tt0026144,movie,Broadway Melody of 1936,Broadway Melody of 1936,0,1935,,101
tt0026164,movie,Call of the Wild,The Call of the Wild,0,1935,,95
tt0026174,movie,Captain Blood,Captain Blood,0,1935,,119
tt0026197,movie,Charlie Chan in Egypt,Charlie Chan in Egypt,0,1935,,73
tt0026198,movie,Charlie Chan in Paris,Charlie Chan in Paris,0,1935,,72
tt0026199,movie,Charlie Chan in Shanghai,Charlie Chan in Shanghai,0,1935,,71
tt0026205,movie,China Seas,China Seas,0,1935,,87
tt0026246,movie,Crime and Punishment,Crime and Punishment,0,1935,,88
tt0026249,movie,The Crusades,The Crusades,0,1935,,125
tt0026252,movie,Curly Top,Curly Top,0,1935,,75
tt0026261,movie,Dangerous,Dangerous,0,1935,,79
tt0026266,movie,David Copperfield,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",0,1935,,130
tt0026267,movie,The Dawn Rider,The Dawn Rider,0,1935,,53
tt0026276,movie,The Devil Is a Woman,The Devil Is a Woman,0,1935,,79
tt0026388,movie,Front Page Woman,Front Page Woman,0,1935,,82
tt0026393,movie,'G' Men,'G' Men,0,1935,,85
tt0026406,movie,The Ghost Goes West,The Ghost Goes West,0,1935,,95
tt0026413,movie,The Girl from 10th Avenue,The Girl from 10th Avenue,0,1935,,69
tt0026421,movie,Gold Diggers of 1935,Gold Diggers of 1935,0,1935,,95
tt0026424,movie,The Good Fairy,The Good Fairy,0,1935,,98
tt0026452,movie,Hands Across the Table,Hands Across the Table,0,1935,,80
tt0026519,movie,If You Could Only Cook,If You Could Only Cook,0,1935,,72
tt0026529,movie,The Informer,The Informer,0,1935,,91
tt0026564,movie,Carnival in Flanders,La kermesse héroïque,0,1935,,110
tt0026605,movie,The Last Days of Pompeii,The Last Days of Pompeii,0,1935,,96
tt0026641,movie,The Littlest Rebel,The Littlest Rebel,0,1935,,73
tt0026643,movie,The Lives of a Bengal Lancer,The Lives of a Bengal Lancer,0,1935,,109
tt0026663,movie,Mad Love,Mad Love,0,1935,,68
tt0026676,movie,Man on the Flying Trapeze,Man on the Flying Trapeze,0,1935,,66
tt0026685,movie,Mark of the Vampire,Mark of the Vampire,0,1935,,60
tt0026714,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,0,1935,,133
tt0026725,movie,Les Misérables,Les Misérables,0,1935,,108
tt0026739,movie,The Murder Man,The Murder Man,0,1935,,69
tt0026752,movie,Mutiny on the Bounty,Mutiny on the Bounty,0,1935,,132
tt0026768,movie,Naughty Marietta,Naughty Marietta,0,1935,,105
tt0026778,movie,A Night at the Opera,A Night at the Opera,0,1935,,96
tt0026840,movie,Page Miss Glory,Page Miss Glory,0,1935,,93
tt0026866,movie,Peter Ibbetson,Peter Ibbetson,0,1935,,85
tt0026912,movie,The Raven,The Raven,0,1935,,61
tt0026914,movie,Reckless,Reckless,0,1935,,97
tt0026942,movie,Roberta,Roberta,0,1935,,106
tt0026955,movie,Ruggles of Red Gap,Ruggles of Red Gap,0,1935,,90
tt0026972,movie,Scrooge,Scrooge,0,1935,,78
tt0026983,movie,She,She,0,1935,,101
tt0027029,movie,Special Agent,Special Agent,0,1935,,76
tt0027040,movie,Star of Midnight,Star of Midnight,0,1935,,90
tt0027042,movie,Steamboat Round the Bend,Steamboat Round the Bend,0,1935,,82
tt0027067,movie,Sylvia Scarlett,Sylvia Scarlett,0,1935,,95
tt0027075,movie,A Tale of Two Cities,A Tale of Two Cities,0,1935,,128
tt0027076,movie,Sazen Tange and the Pot Worth a Million Ryo,Tange Sazen yowa: Hyakuman ryô no tsubo,0,1935,,92
tt0027118,movie,An Inn in Tokyo,Tôkyô no yado,0,1935,,80
tt0027125,movie,Top Hat,Top Hat,0,1935,,101
tt0027194,movie,Werewolf of London,Werewolf of London,0,1935,,75
tt0027214,movie,The Whole Town's Talking,The Whole Town's Talking,0,1935,,93
tt0027260,movie,After the Thin Man,After the Thin Man,0,1936,,112
tt0027286,movie,The Amazing Adventure,The Amazing Quest of Ernest Bliss,0,1936,,80
tt0027300,movie,Anthony Adverse,Anthony Adverse,0,1936,,141
tt0027307,movie,Mr. Thank You,Arigatô-san,0,1936,,76
tt0027336,movie,The Lower Depths,Les bas-fonds,0,1936,,95
tt0027342,movie,They Were Five,La belle équipe,0,1936,,100
tt0027367,movie,Black Legion,Black Legion,0,1937,,83
tt0027376,movie,The Bohemian Girl,The Bohemian Girl,0,1936,,71
tt0027387,movie,Born to Dance,Born to Dance,0,1936,,106
tt0027407,movie,Bullets or Ballots,Bullets or Ballots,0,1936,,82
tt0027413,movie,Cain and Mabel,Cain and Mabel,0,1936,,90
tt0027421,movie,Captain January,Captain January,0,1936,,77
tt0027438,movie,The Charge of the Light Brigade,The Charge of the Light Brigade,0,1936,,115
tt0027439,movie,Charlie Chan at the Circus,Charlie Chan at the Circus,0,1936,,72
tt0027440,movie,Charlie Chan at the Opera,Charlie Chan at the Opera,0,1936,,68
tt0027441,movie,Charlie Chan at the Race Track,Charlie Chan at the Race Track,0,1936,,70
tt0027442,movie,Charlie Chan's Secret,Charlie Chan's Secret,0,1936,,72
tt0027459,movie,Come and Get It,Come and Get It,0,1936,,99
tt0027478,movie,The Crime of Monsieur Lange,Le crime de Monsieur Lange,0,1936,,80
tt0027489,movie,César,César,0,1936,,168
tt0027515,movie,Desire,Desire,0,1936,,95
tt0027521,movie,The Devil-Doll,The Devil-Doll,0,1936,,78
tt0027532,movie,Dodsworth,Dodsworth,0,1936,,101
tt0027545,movie,Dracula's Daughter,Dracula's Daughter,0,1936,,71
tt0027552,movie,"Bizarre, Bizarre",Drôle de drame,0,1937,,94
tt0027593,movie,The Ex-Mrs. Bradford,The Ex-Mrs. Bradford,0,1936,,82
tt0027623,movie,Flash Gordon,Flash Gordon,0,1936,,245
tt0027630,movie,Follow the Fleet,Follow the Fleet,0,1936,,110
tt0027652,movie,Fury,Fury,0,1936,,92
tt0027657,movie,The Garden of Allah,The Garden of Allah,0,1936,,79
tt0027664,movie,The General Died at Dawn,The General Died at Dawn,0,1936,,98
tt0027672,movie,Sisters of the Gion,Gion no shimai,0,1936,,69
tt0027686,movie,Gold Diggers of 1937,Gold Diggers of 1937,0,1936,,101
tt0027687,movie,The Golden Arrow,The Golden Arrow,0,1936,,68
tt0027690,movie,The Gorgeous Hussy,The Gorgeous Hussy,0,1936,,103
tt0027697,movie,Great Guy,Great Guy,0,1936,,66
tt0027698,movie,The Great Ziegfeld,The Great Ziegfeld,0,1936,,176
tt0027752,movie,The Only Son,Hitori musuko,0,1936,,87
tt0027796,movie,Intermezzo,Intermezzo,0,1936,,93
tt0027800,movie,The Invisible Ray,The Invisible Ray,0,1936,,80
tt0027869,movie,The Last of the Mohicans,The Last of the Mohicans,0,1936,,91
tt0027884,movie,Libeled Lady,Libeled Lady,0,1936,,98
tt0027893,movie,Little Lord Fauntleroy,Little Lord Fauntleroy,0,1936,,102
tt0027902,movie,Lloyd's of London,Lloyds of London,0,1936,,118
tt0027914,movie,Love on the Run,Love on the Run,0,1936,,80
tt0027938,movie,The Man Who Lived Again,The Man Who Changed His Mind,0,1936,,66
tt0027948,movie,Mary of Scotland,Mary of Scotland,0,1936,,123
tt0027969,movie,The Milky Way,The Milky Way,0,1936,,89
tt0027977,movie,Modern Times,Modern Times,0,1936,,87
tt0027996,movie,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town,0,1936,,115
tt0028010,movie,My Man Godfrey,My Man Godfrey,0,1936,,94
tt0028021,movie,Osaka Elegy,Naniwa erejî,0,1936,,71
tt0028070,movie,Our Relations,Our Relations,0,1936,,71
tt0028096,movie,The Petrified Forest,The Petrified Forest,0,1936,,82
tt0028108,movie,The Plainsman,The Plainsman,0,1936,,113
tt0028118,movie,Poor Little Rich Girl,Poor Little Rich Girl,0,1936,,79
tt0028138,movie,The Princess Comes Across,The Princess Comes Across,0,1936,,76
tt0028141,movie,The Prisoner of Shark Island,The Prisoner of Shark Island,0,1936,,96
tt0028167,movie,Rembrandt,Rembrandt,0,1936,,85
tt0028174,movie,Revolt of the Zombies,Revolt of the Zombies,0,1936,,65
tt0028201,movie,The Story of a Cheat,Le roman d'un tricheur,0,1936,,81
tt0028203,movie,Romeo and Juliet,Romeo and Juliet,0,1936,,125
tt0028207,movie,Rose-Marie,Rose-Marie,0,1936,,113
tt0028212,movie,Sabotage,Sabotage,0,1936,,76
tt0028216,movie,San Francisco,San Francisco,0,1936,,115
tt0028219,movie,Satan Met a Lady,Satan Met a Lady,0,1936,,74
tt0028231,movie,Secret Agent,Secret Agent,0,1936,,86
tt0028249,movie,Show Boat,Show Boat,0,1936,,113
tt0028313,movie,The Story of Louis Pasteur,The Story of Louis Pasteur,0,1936,,86
tt0028315,movie,Stowaway,Stowaway,0,1936,,87
tt0028330,movie,Suzy,Suzy,0,1936,,93
tt0028333,movie,Swing Time,Swing Time,0,1936,,103
tt0028345,movie,Tarzan Escapes,Tarzan Escapes,0,1936,,89
tt0028346,movie,Reefer Madness,Tell Your Children,0,1936,,66
tt0028355,movie,Theodora Goes Wild,Theodora Goes Wild,0,1936,,94
tt0028356,movie,These Three,These Three,0,1936,,93
tt0028358,movie,Things to Come,Things to Come,0,1936,,100
tt0028373,movie,Three Smart Girls,Three Smart Girls,0,1936,,84
tt0028401,movie,The Trail of the Lonesome Pine,The Trail of the Lonesome Pine,0,1936,,102
tt0028478,movie,The Walking Dead,The Walking Dead,0,1936,,66
tt0028505,movie,Wife vs. Secretary,Wife vs. Secretary,0,1936,,88
tt0028510,movie,Winds of the Wasteland,Winds of the Wasteland,0,1936,,54
tt0028575,movie,Angel,Angel,0,1937,,91
tt0028597,movie,The Awful Truth,The Awful Truth,0,1937,,90
tt0028661,movie,The Bride Wore Red,The Bride Wore Red,0,1937,,103
tt0028665,movie,Broadway Melody of 1938,Broadway Melody of 1938,0,1937,,110
tt0028683,movie,Camille,Camille,0,1936,,109
tt0028691,movie,Captains Courageous,Captains Courageous,0,1937,,117
tt0028707,movie,Charlie Chan at Monte Carlo,Charlie Chan at Monte Carlo,0,1937,,72
tt0028708,movie,Charlie Chan at the Olympics,Charlie Chan at the Olympics,0,1937,,71
tt0028709,movie,Charlie Chan on Broadway,Charlie Chan on Broadway,0,1937,,68
tt0028737,movie,Confession,Confession,0,1937,,87
tt0028739,movie,Conquest,Conquest,0,1937,,113
tt0028757,movie,A Damsel in Distress,A Damsel in Distress,0,1937,,101
tt0028767,movie,Dark Journey,Dark Journey,0,1937,,77
tt0028772,movie,A Day at the Races,A Day at the Races,0,1937,,111
tt0028773,movie,Dead End,Dead End,0,1937,,93
tt0028804,movie,Double Wedding,Double Wedding,0,1937,,87
tt0028816,movie,Easy Living,Easy Living,0,1937,,88
tt0028818,movie,The Edge of the World,The Edge of the World,0,1937,,81
tt0028842,movie,Ever Since Eve,Ever Since Eve,0,1937,,80
tt0028872,movie,Fire Over England,Fire Over England,0,1937,,92
tt0028944,movie,The Good Earth,The Good Earth,0,1937,,138
tt0028950,movie,The Grand Illusion,La grande illusion,0,1937,,113
tt0028988,movie,Heidi,Heidi,0,1937,,88
tt0029002,movie,History Is Made at Night,History Is Made at Night,0,1937,,97
tt0029030,movie,The Hurricane,The Hurricane,0,1937,,104
tt0029047,movie,In Old Chicago,In Old Chicago,0,1938,,95
tt0029058,movie,It's Love I'm After,It's Love I'm After,0,1937,,90
tt0029080,movie,Kid Galahad,Kid Galahad,0,1937,,102
tt0029081,movie,King Solomon's Mines,King Solomon's Mines,0,1937,,77
tt0029087,movie,Knight Without Armor,Knight Without Armour,0,1937,,107
tt0029118,movie,The Last Gangster,The Last Gangster,0,1937,,81
tt0029120,movie,The Last of Mrs. Cheyney,The Last of Mrs. Cheyney,0,1937,,98
tt0029146,movie,The Life of Emile Zola,The Life of Emile Zola,0,1937,,116
tt0029162,movie,Lost Horizon,Lost Horizon,0,1937,,132
tt0029192,movie,Make Way for Tomorrow,Make Way for Tomorrow,0,1937,,91
tt0029201,movie,The Man Who Could Work Miracles,The Man Who Could Work Miracles,0,1936,,82
tt0029217,movie,Marked Woman,Marked Woman,0,1937,,96
tt0029222,movie,Maytime,Maytime,0,1937,,132
tt0029284,movie,My Favorite Wife,My Favorite Wife,0,1940,,88
tt0029310,movie,Night Must Fall,Night Must Fall,0,1937,,116
tt0029314,movie,Humanity and Paper Balloons,Ninjô kami fûsen,0,1937,,86
